label,area,perimeter,eccentricity,solidity,orientation,centroid_y,centroid_x,stack,frame,Genotype
9,650,165.23759005323592,0.9901705721673827,0.8238276299112801,0.6072066168203989,534.3938461538462,513.26,MUT-7.tif,30,MUT
10,161,46.970562748477136,0.7276760349722444,0.9526627218934911,0.22103113445325237,520.1552795031056,406.0248447204969,MUT-7.tif,30,MUT
11,579,107.7401153701776,0.7999439912458792,0.8489736070381232,-0.3103913472294302,565.4507772020726,429.71157167530225,MUT-7.tif,30,MUT
12,632,125.29646455628165,0.9373866804284984,0.8540540540540541,0.22607048607179914,585.995253164557,509.4382911392405,MUT-7.tif,30,MUT
13,876,181.58073580374355,0.9698067542907683,0.7564766839378239,0.4575811800186315,606.6963470319635,555.3675799086758,MUT-7.tif,30,MUT
14,345,79.49137802864844,0.8289668903278704,0.8778625954198473,0.24708960319280907,594.704347826087,418.0782608695652,MUT-7.tif,30,MUT
15,540,165.1370849898476,0.9922003703369965,0.8385093167701864,0.5856249745644297,619.8759259259259,582.4814814814815,MUT-7.tif,30,MUT
16,132,42.62741699796952,0.6693884373084147,0.9496402877697842,0.9329516344413666,609.6439393939394,530.780303030303,MUT-7.tif,30,MUT
17,804,236.73506473629425,0.9393863278196909,0.6848381601362862,0.8074694262847995,635.3495024875622,418.4850746268657,MUT-7.tif,30,MUT
18,313,91.49747468305833,0.9333172731294643,0.7786069651741293,0.6035336144796483,658.6996805111821,542.0383386581469,MUT-7.tif,30,MUT
19,190,64.62741699796952,0.9472296426674417,0.9090909090909091,1.412832631759277,671.9052631578948,511.89473684210526,MUT-7.tif,30,MUT
20,172,68.35533905932738,0.9588950700575136,0.8730964467005076,0.9812219701827224,684.9011627906976,659.0116279069767,MUT-7.tif,30,MUT
21,441,125.95331880577403,0.8615359900948062,0.6372832369942196,1.360463288037311,701.9342403628118,615.3696145124717,MUT-7.tif,30,MUT
22,383,93.39696961966999,0.9519238850196022,0.948019801980198,0.9263494927815571,709.6553524804177,514.2976501305483,MUT-7.tif,30,MUT
23,592,115.53300858899105,0.8608789436164758,0.8338028169014085,1.3116877973034937,733.418918918919,564.2043918918919,MUT-7.tif,30,MUT
24,328,79.42640687119285,0.8460773526049904,0.8677248677248677,0.4497782845343189,744.0731707317074,504.2317073170732,MUT-7.tif,30,MUT
25,156,58.970562748477136,0.9601807720147205,0.9017341040462428,-1.5182131591575418,732.1282051282051,609.9935897435897,MUT-7.tif,30,MUT
26,903,208.4386001800126,0.7568153878205881,0.7247191011235955,-1.4506910702741516,756.9457364341085,652.0276854928018,MUT-7.tif,30,MUT
27,384,87.698484809835,0.9215535867670152,0.9142857142857143,1.175661795057819,766.1145833333334,530.5208333333334,MUT-7.tif,30,MUT
28,140,77.34924240491749,0.990762493923371,0.8045977011494253,-1.558796690449168,764.3214285714286,726.4357142857143,MUT-7.tif,30,MUT
29,216,72.00609665440987,0.9594553591917497,0.907563025210084,-1.5635211549368202,768.5231481481482,592.6666666666666,MUT-7.tif,30,MUT
1,101,40.55634918610404,0.7649691036502209,0.8938053097345132,-1.3328382451519316,434.76237623762376,390.8712871287129,MUT-7.tif,31,MUT
2,597,151.88225099390854,0.958361038928931,0.6079429735234216,0.24751922502209509,462.71189279731993,359.34170854271355,MUT-7.tif,31,MUT
3,394,107.08326112068524,0.9429759644531726,0.7864271457085829,0.48147714091624944,483.16243654822335,312.7208121827411,MUT-7.tif,31,MUT
4,112,40.97056274847714,0.6145799490667576,0.9105691056910569,0.493329431500872,500.85714285714283,429.7767857142857,MUT-7.tif,31,MUT
5,1526,363.2741699796952,0.995034996613993,0.5681310498883098,0.5174621402116264,579.3728702490171,539.7018348623853,MUT-7.tif,31,MUT
6,138,45.79898987322333,0.8042571090687334,0.9139072847682119,0.15710678660278932,518.1594202898551,407.22463768115944,MUT-7.tif,31,MUT
7,624,115.88225099390856,0.8096888078795359,0.8489795918367347,-0.29445813838108403,564.7980769230769,430.59455128205127,MUT-7.tif,31,MUT
8,444,92.32590180780451,0.8656522103137566,0.9230769230769231,0.7404191400907493,573.7297297297297,573.2364864864865,MUT-7.tif,31,MUT
9,580,111.74011537017762,0.910569668931294,0.8656716417910447,0.26729372880187047,588.0931034482759,510.41896551724136,MUT-7.tif,31,MUT
10,478,113.63961030678928,0.869482152788995,0.8430335097001763,0.13666495122268046,590.7615062761506,382.7991631799163,MUT-7.tif,31,MUT
11,407,91.91168824543142,0.8674969535284845,0.8550420168067226,0.2512684369221933,592.3366093366093,418.14004914004914,MUT-7.tif,31,MUT
12,479,151.8233764908628,0.9910198303149514,0.830155979202773,0.5994051680890301,619.7327766179541,581.4572025052192,MUT-7.tif,31,MUT
13,157,46.38477631085023,0.7591966723265396,0.9573170731707317,0.2490392441147743,606.4331210191083,530.0382165605096,MUT-7.tif,31,MUT
14,605,153.82337649086284,0.9829905621185836,0.7877604166666666,0.723441602488305,635.8595041322315,423.21322314049587,MUT-7.tif,31,MUT
15,1253,302.2264427649427,0.9850225730489318,0.5724074920054819,0.6332073298756311,684.5442936951317,609.4485235434956,MUT-7.tif,31,MUT
16,290,80.70458146424488,0.912287632875324,0.8285714285714286,0.8200939503347587,654.8103448275862,537.7965517241379,MUT-7.tif,31,MUT
17,117,50.798989873223334,0.9547839492793951,0.8666666666666667,1.2718851524879582,670.6495726495726,511.1111111111111,MUT-7.tif,31,MUT
18,335,103.95331880577405,0.9817680226155288,0.8052884615384616,0.6833410750919187,690.9910447761195,453.96119402985073,MUT-7.tif,31,MUT
19,204,69.39087296526012,0.9579671460165671,0.9107142857142857,1.0324473153701899,682.4607843137255,654.0490196078431,MUT-7.tif,31,MUT
20,363,107.84062043356595,0.9720171094381449,0.8622327790973872,1.4407733109468566,686.0413223140496,567.4958677685951,MUT-7.tif,31,MUT
21,289,82.21320343559643,0.94928126965282,0.9116719242902208,-1.5042754328466867,688.8650519031141,525.3183391003461,MUT-7.tif,31,MUT
22,317,80.08326112068522,0.9388390181842315,0.9434523809523809,0.9643368847463829,708.3249211356467,514.6246056782335,MUT-7.tif,31,MUT
23,100,43.21320343559643,0.9147997809956228,0.8928571428571429,1.3137652495438497,703.28,581.49,MUT-7.tif,31,MUT
24,390,78.76955262170047,0.8123512853857443,0.9198113207547169,0.5584710498260822,743.4128205128205,500.7974358974359,MUT-7.tif,31,MUT
25,277,69.35533905932738,0.7932779043282756,0.9141914191419142,1.315381153566811,744.3610108303249,721.4873646209386,MUT-7.tif,31,MUT
26,973,156.60407640085654,0.7757818846636781,0.8245762711864407,-1.4139859748620003,756.8365878725591,651.0719424460432,MUT-7.tif,31,MUT
27,387,86.18376618407356,0.9220200580135501,0.9258373205741627,1.1830931084500391,766.328165374677,532.157622739018,MUT-7.tif,31,MUT
28,224,90.59188309203678,0.9878895316435474,0.8452830188679246,-1.5395295263935214,763.6964285714286,725.0491071428571,MUT-7.tif,31,MUT
29,321,88.24873734152916,0.9527840119018653,0.9145299145299145,1.4902074246187726,767.3582554517134,589.1028037383178,MUT-7.tif,31,MUT
1,94,46.55634918610404,0.9583415575181563,0.8468468468468469,-1.5331470465591677,433.86170212765956,365.01063829787233,MUT-7.tif,32,MUT
2,379,111.49747468305833,0.9350482635758017,0.6954128440366972,-1.50796043107066,447.2532981530343,347.91820580474933,MUT-7.tif,32,MUT
3,293,73.11269837220809,0.9159002048015821,0.9391025641025641,0.23956541941094603,490.2798634812287,316.59044368600684,MUT-7.tif,32,MUT
4,128,43.21320343559643,0.7046362800145596,0.927536231884058,0.5353595401943136,501.8046875,430.953125,MUT-7.tif,32,MUT
5,494,140.99494936611663,0.9860884445782637,0.7967741935483871,0.6193799071656129,532.0303643724696,512.3441295546559,MUT-7.tif,32,MUT
6,151,47.21320343559643,0.811973833803152,0.9320987654320988,0.2637534900436235,517.8145695364238,406.10596026490066,MUT-7.tif,32,MUT
7,755,152.71677477306463,0.9319882349784334,0.8599088838268792,0.5103730577420711,553.564238410596,359.46490066225164,MUT-7.tif,32,MUT
8,635,121.05382386916237,0.9324252007151385,0.8300653594771242,0.2495526570277712,588.371653543307,509.8251968503937,MUT-7.tif,32,MUT
9,420,94.5685424949238,0.8927773439329465,0.8993576017130621,0.7066266266126446,577.5833333333334,577.0,MUT-7.tif,32,MUT
10,1026,208.3441917710342,0.9688744336919434,0.7276595744680852,0.43771201596300335,606.6588693957115,554.6237816764133,MUT-7.tif,32,MUT
11,395,89.59797974644667,0.807765530633642,0.8531317494600432,0.31379778131994124,594.5721518987342,418.6784810126582,MUT-7.tif,32,MUT
12,471,140.16652224137047,0.9892369104160388,0.8674033149171271,0.5802434945926029,622.2208067940552,583.0955414012739,MUT-7.tif,32,MUT
13,671,159.3380951166243,0.9754627747642387,0.7269772481040087,0.7343254573999857,635.4485842026826,422.6214605067064,MUT-7.tif,32,MUT
14,134,53.2842712474619,0.9318643530278565,0.8993288590604027,0.8182857886071471,639.2388059701492,408.4850746268657,MUT-7.tif,32,MUT
15,1560,402.58787847868,0.9286401145499298,0.4843216392424713,0.743568054877649,686.3910256410256,604.7948717948718,MUT-7.tif,32,MUT
16,275,71.84062043356595,0.9051753654016264,0.9105960264900662,0.910585667547801,653.3418181818182,538.3454545454546,MUT-7.tif,32,MUT
17,2466,609.1269837220809,0.9688610837210252,0.338318013444917,0.9246029593694296,731.5247364152474,506.92619626926194,MUT-7.tif,32,MUT
18,212,70.87005768508881,0.9616092142436823,0.8760330578512396,1.3107969255750769,672.3962264150944,511.27830188679246,MUT-7.tif,32,MUT
19,189,73.11269837220809,0.9751324831278863,0.8709677419354839,1.2200641076167815,700.7354497354497,567.9312169312169,MUT-7.tif,32,MUT
20,249,69.01219330881976,0.9259277967364838,0.9222222222222223,0.9214529047067704,710.4216867469879,516.5783132530121,MUT-7.tif,32,MUT
21,630,125.39696961966999,0.9199026395604886,0.8171206225680934,1.2431574611866265,734.7079365079366,560.3380952380952,MUT-7.tif,32,MUT
22,188,64.04163056034261,0.9544250594625843,0.9082125603864735,-1.3698207360986205,734.3457446808511,612.2446808510638,MUT-7.tif,32,MUT
23,1026,186.71677477306466,0.6154037227709503,0.7844036697247706,-1.3500265358661756,756.041910331384,651.2699805068227,MUT-7.tif,32,MUT
24,255,63.2842712474619,0.7575757565183775,0.9444444444444444,1.311957290454064,744.6274509803922,722.0117647058823,MUT-7.tif,32,MUT
25,160,87.21320343559643,0.993076913785675,0.8205128205128205,-1.5317930898438192,764.34375,726.39375,MUT-7.tif,32,MUT
1,112,45.3492424049175,0.9327817320200875,0.9333333333333333,0.200363488537027,468.75892857142856,300.55357142857144,MUT-7.tif,33,MUT
2,289,86.18376618407356,0.9634111520388187,0.8810975609756098,0.25255439997495455,486.878892733564,314.96539792387546,MUT-7.tif,33,MUT
3,511,94.76955262170048,0.8785644663330746,0.9257246376811594,0.040854323458564726,514.8277886497065,354.31115459882585,MUT-7.tif,33,MUT
4,604,161.4802307403552,0.9912361805940558,0.8173207036535859,0.6041689373376127,538.5066225165563,516.4288079470199,MUT-7.tif,33,MUT
5,110,38.14213562373095,0.7337300321466355,0.9401709401709402,0.24258425693954372,518.9818181818182,406.7818181818182,MUT-7.tif,33,MUT
6,208,69.14823227814082,0.9282268876078072,0.8156862745098039,-1.3627787053266984,541.3365384615385,354.59615384615387,MUT-7.tif,33,MUT
7,307,93.25483399593904,0.9704299979629077,0.8230563002680965,0.2549549879986832,560.4560260586319,487.64495114006513,MUT-7.tif,33,MUT
8,531,104.12489168102785,0.9087377466437979,0.9381625441696113,0.7930950096253112,578.5932203389831,579.361581920904,MUT-7.tif,33,MUT
9,571,107.39696961966999,0.895010046488512,0.8509687034277198,0.27667756319291553,590.1681260945709,509.553415061296,MUT-7.tif,33,MUT
10,881,174.58073580374355,0.9687679985688356,0.8272300469483568,0.42606850508698463,609.2951191827469,555.6765039727583,MUT-7.tif,33,MUT
11,409,87.49747468305833,0.8542208538758103,0.8814655172413793,0.24206219243340743,591.9266503667482,382.77017114914423,MUT-7.tif,33,MUT
12,347,88.76955262170047,0.871117355019488,0.8321342925659473,0.4626302335893839,597.2420749279539,416.9250720461095,MUT-7.tif,33,MUT
13,500,152.99494936611666,0.9906263713900452,0.8532423208191127,0.5791603204218732,622.59,582.768,MUT-7.tif,33,MUT
14,877,210.0660171779821,0.9806605084967307,0.6669201520912548,0.9928274418320143,668.3090079817559,452.1835803876853,MUT-7.tif,33,MUT
15,571,131.4386001800126,0.9103973227399235,0.7843406593406593,0.7193795456071346,662.399299474606,591.4570928196147,MUT-7.tif,33,MUT
16,270,72.08326112068524,0.9095597434126076,0.9090909090909091,0.983606311327187,654.4407407407407,542.074074074074,MUT-7.tif,33,MUT
17,138,55.14213562373095,0.9678625518338116,0.9324324324324325,1.4930008418283363,657.7028985507246,492.7173913043478,MUT-7.tif,33,MUT
18,373,105.95331880577403,0.9701763313564294,0.7706611570247934,0.7407222933060217,691.2761394101876,449.3324396782842,MUT-7.tif,33,MUT
19,636,149.95941546018392,0.9366251534988054,0.7378190255220418,0.8128734123428016,709.0880503144654,626.622641509434,MUT-7.tif,33,MUT
20,292,109.08326112068522,0.9901466748796932,0.8538011695906432,1.2349072902972626,701.2842465753424,574.195205479452,MUT-7.tif,33,MUT
21,280,79.49747468305833,0.9545228782924499,0.9333333333333333,0.880607835697238,710.5071428571429,515.15,MUT-7.tif,33,MUT
22,403,86.25483399593904,0.7829073785343162,0.901565995525727,-1.455089325488003,725.439205955335,559.6377171215881,MUT-7.tif,33,MUT
23,113,37.55634918610404,0.5150011549560554,0.9576271186440678,0.9499954126485575,722.2477876106195,700.362831858407,MUT-7.tif,33,MUT
24,356,118.5685424949238,0.6693406103265821,0.5884297520661157,0.022893823485780826,737.2247191011236,588.7106741573034,MUT-7.tif,33,MUT
25,493,105.39696961966999,0.8479434500624717,0.8095238095238095,0.4008986623468658,748.5821501014199,502.8803245436105,MUT-7.tif,33,MUT
26,996,179.81727983645297,0.7199019428236622,0.8123980424143556,-1.4180188848651942,756.9989959839357,650.1315261044176,MUT-7.tif,33,MUT
27,532,107.15432893255071,0.9263045155259338,0.8851913477537438,-1.3196880173293737,749.0808270676691,712.8890977443609,MUT-7.tif,33,MUT
28,897,230.12489168102783,0.9893278651908929,0.7310513447432763,1.5056294193375288,767.3344481605351,555.1750278706801,MUT-7.tif,33,MUT
1,563,131.29646455628165,0.9746484060798252,0.8328402366863905,0.5082057858503064,448.41740674955594,455.31616341030195,MUT-7.tif,34,MUT
2,243,98.5918830920368,0.9902623084266676,0.8933823529411765,-1.5290565133039113,436.0617283950617,305.89300411522635,MUT-7.tif,34,MUT
3,87,36.970562748477136,0.8665442420497494,0.8969072164948454,1.3494378071254869,456.0574712643678,292.95402298850576,MUT-7.tif,34,MUT
4,315,95.01219330881976,0.9730304625307005,0.8536585365853658,0.25043800939161925,485.3206349206349,314.6507936507937,MUT-7.tif,34,MUT
5,1503,347.13203435596427,0.9956672084361212,0.6175020542317173,0.5197739277638569,578.4637391882901,538.8962075848303,MUT-7.tif,34,MUT
6,166,80.14823227814084,0.975300689033103,0.608058608058608,-1.1351299011113603,526.5180722891566,391.578313253012,MUT-7.tif,34,MUT
7,231,68.18376618407356,0.8968483538854702,0.843065693430657,-0.9436545758793907,559.5584415584416,435.3722943722944,MUT-7.tif,34,MUT
8,118,46.97056274847714,0.878688019764456,0.8428571428571429,0.9581913184187802,555.5593220338983,401.7118644067797,MUT-7.tif,34,MUT
9,553,142.46803743153546,0.8998153667877391,0.6878109452736318,-0.09792461424098793,590.6889692585895,417.3508137432188,MUT-7.tif,34,MUT
10,624,116.22539674441617,0.9258066300378278,0.8583218707015131,0.25209666429491534,592.6554487179487,509.2355769230769,MUT-7.tif,34,MUT
11,49,26.48528137423857,0.6946882206309495,0.8909090909090909,0.33795735285549644,586.6938775510204,426.8979591836735,MUT-7.tif,34,MUT
12,746,182.24368670764585,0.9752526008161518,0.648695652173913,0.7305535531563422,623.8646112600536,486.3632707774799,MUT-7.tif,34,MUT
13,274,66.76955262170047,0.4759089743584374,0.8954248366013072,0.17768686762716007,633.007299270073,523.9343065693431,MUT-7.tif,34,MUT
14,557,120.95331880577405,0.9592526933974893,0.8983870967741936,0.6224822489558959,660.2872531418312,592.8366247755835,MUT-7.tif,34,MUT
15,189,58.8700576850888,0.9157838440927142,0.8790697674418605,-1.1515652332125164,655.1269841269841,426.77777777777777,MUT-7.tif,34,MUT
16,613,120.46803743153546,0.9134020252225279,0.8525730180806675,0.632972747728056,668.6166394779772,563.3360522022839,MUT-7.tif,34,MUT
17,231,62.76955262170047,0.8756907772575098,0.9094488188976378,0.756937002187739,659.7359307359308,523.2813852813853,MUT-7.tif,34,MUT
18,158,69.38477631085024,0.9808753657436406,0.8633879781420765,1.5440442016189744,662.6012658227849,468.77848101265823,MUT-7.tif,34,MUT
19,194,76.11269837220809,0.9631343386271438,0.7950819672131147,1.399771511307835,678.319587628866,492.7886597938144,MUT-7.tif,34,MUT
20,596,135.15432893255073,0.9653132155558605,0.8277777777777777,1.3576004126340027,687.8187919463087,458.1661073825503,MUT-7.tif,34,MUT
21,151,48.72792206135785,0.8013859224706503,0.9096385542168675,1.2769076328764222,694.7218543046357,562.4966887417219,MUT-7.tif,34,MUT
22,425,102.8111831820431,0.9405790418487477,0.8333333333333334,0.7940834502736795,707.0658823529412,626.24,MUT-7.tif,34,MUT
23,696,145.1604255869606,0.930425104484482,0.799081515499426,0.893396336266647,713.6925287356322,596.9022988505748,MUT-7.tif,34,MUT
24,168,61.698484809834994,0.9632541488760477,0.8936170212765957,1.204825885998645,708.422619047619,557.7380952380952,MUT-7.tif,34,MUT
25,215,61.941125496954285,0.9061999748991771,0.9267241379310345,0.7934677729310037,717.1627906976744,489.89302325581394,MUT-7.tif,34,MUT
26,93,35.79898987322333,0.7015966647455771,0.9117647058823529,-1.5393425235360572,726.7204301075269,671.5698924731183,MUT-7.tif,34,MUT
27,327,72.76955262170048,0.8293243189776912,0.9263456090651558,-1.5371177654706882,731.2477064220184,530.6146788990826,MUT-7.tif,34,MUT
28,821,168.16652224137047,0.9470969431768951,0.7376460017969452,0.7452431357423013,756.1218026796589,490.0755176613886,MUT-7.tif,34,MUT
29,754,143.7401153701776,0.8610208706775055,0.853907134767837,-1.4330610359597262,761.6763925729443,624.6352785145889,MUT-7.tif,34,MUT
1,554,134.53910524340097,0.97624197386184,0.7813822284908322,0.5169929267676097,448.36281588447656,456.55956678700363,MUT-7.tif,35,MUT
2,574,124.49747468305833,0.9534687808705933,0.8858024691358025,1.4456136390973222,440.4965156794425,339.19337979094075,MUT-7.tif,35,MUT
3,128,61.106601717798206,0.9812149142613145,0.8888888888888888,-1.5545258325247668,436.625,294.375,MUT-7.tif,35,MUT
4,99,47.97056274847714,0.9484389238526832,0.8389830508474576,1.4604522413603418,447.2020202020202,487.949494949495,MUT-7.tif,35,MUT
5,161,62.526911934581186,0.914423560695037,0.805,0.8497661675341189,458.1055900621118,295.39130434782606,MUT-7.tif,35,MUT
6,378,98.01219330881976,0.9685632450929635,0.8571428571428571,0.3094284312778938,484.05026455026456,314.2857142857143,MUT-7.tif,35,MUT
7,426,93.39696961966999,0.8801720726170964,0.9063829787234042,0.7749445159448373,495.0633802816901,438.8169014084507,MUT-7.tif,35,MUT
8,550,157.23759005323595,0.9904527993250328,0.7947976878612717,0.5891439779607857,538.7654545454545,516.74,MUT-7.tif,35,MUT
9,261,62.8700576850888,0.49491630078316806,0.90625,1.287700337055514,521.6551724137931,353.7662835249042,MUT-7.tif,35,MUT
10,1280,345.17366491630685,0.9947772688591902,0.5159209995969367,0.5595333537829207,591.9765625,476.24921875,MUT-7.tif,35,MUT
11,834,152.98885271170676,0.9196005048699096,0.8034682080924855,-0.41611071293265633,578.1043165467626,421.76378896882494,MUT-7.tif,35,MUT
12,909,185.82337649086284,0.972770089734688,0.7260383386581469,0.42054514519772324,606.7832783278328,555.1826182618262,MUT-7.tif,35,MUT
13,639,120.46803743153546,0.9105205908321694,0.852,0.33958891107746064,594.8638497652582,509.8763693270736,MUT-7.tif,35,MUT
14,430,81.94112549695427,0.44926850517279354,0.9327548806941431,1.375808650064339,631.6720930232558,525.3023255813954,MUT-7.tif,35,MUT
15,548,121.36753236814712,0.9483295782827804,0.8589341692789969,0.8092101847666058,660.1496350364963,591.3412408759124,MUT-7.tif,35,MUT
16,626,122.98885271170678,0.9524271713206002,0.9085631349782293,0.6876347614967445,668.5782747603834,563.3067092651758,MUT-7.tif,35,MUT
17,152,50.66295090390226,0.8556789826329593,0.9212121212121213,1.1422282685190897,659.5328947368421,521.6578947368421,MUT-7.tif,35,MUT
18,141,52.970562748477136,0.9512133247863036,0.9155844155844156,1.5106066659119168,663.4822695035461,470.78723404255317,MUT-7.tif,35,MUT
19,612,125.80508652763321,0.9532294352591217,0.9039881831610044,1.4073379324871043,691.25,484.33006535947715,MUT-7.tif,35,MUT
20,246,73.18376618407356,0.805087723032327,0.7639751552795031,0.6316542238401869,701.6138211382114,621.130081300813,MUT-7.tif,35,MUT
21,254,84.08326112068522,0.9601613251561959,0.8581081081081081,1.0413266769636038,703.3897637795276,549.1417322834645,MUT-7.tif,35,MUT
22,109,43.834523779156065,0.9102812827727635,0.9083333333333333,1.0141555424224769,698.348623853211,560.2660550458716,MUT-7.tif,35,MUT
23,128,53.45584412271571,0.9381485910674294,0.8,-1.3060039366851595,698.890625,683.4296875,MUT-7.tif,35,MUT
24,201,64.76955262170047,0.9326911272025354,0.9013452914798207,0.8935580839800218,715.0895522388059,486.1243781094527,MUT-7.tif,35,MUT
25,319,74.18376618407356,0.8392605125648122,0.90625,-1.5657871958867375,733.5548589341693,531.0,MUT-7.tif,35,MUT
26,723,163.3380951166243,0.9591644504921057,0.6859582542694497,0.7320543595685469,756.9889349930844,488.3029045643153,MUT-7.tif,35,MUT
27,527,105.49747468305831,0.9343717287360311,0.9023972602739726,-1.332235452932675,751.203036053131,697.5104364326376,MUT-7.tif,35,MUT
28,680,124.0477272147525,0.8941788307232313,0.8831168831168831,-1.4534495243853214,762.6779411764705,622.0764705882353,MUT-7.tif,35,MUT
1,115,49.970562748477136,0.9482704406212861,0.8914728682170543,-1.5251724156842263,433.95652173913044,365.32173913043476,MUT-7.tif,36,MUT
2,448,114.36143571373725,0.9620419734967044,0.8484848484848485,0.5444928010235005,481.45982142857144,310.38392857142856,MUT-7.tif,36,MUT
3,509,147.33809511662426,0.98861531344488,0.8144,0.597288987590569,537.3280943025541,514.8998035363458,MUT-7.tif,36,MUT
4,306,69.698484809835,0.7399622273855253,0.9244712990936556,0.15477189662802782,525.7581699346405,353.6045751633987,MUT-7.tif,36,MUT
5,770,144.61017305526642,0.8830342081470883,0.8333333333333334,-0.5008146816025971,571.2246753246753,427.94675324675325,MUT-7.tif,36,MUT
6,252,62.52691193458119,0.8332590376959665,0.9438202247191011,0.750809637328641,568.968253968254,568.3055555555555,MUT-7.tif,36,MUT
7,629,111.39696961966999,0.901579491786873,0.9129172714078374,0.23779552543642804,592.8903020667726,510.8696343402226,MUT-7.tif,36,MUT
8,478,107.1543289325507,0.9538992524341224,0.8659420289855072,0.49334564244195406,592.5167364016736,548.7803347280335,MUT-7.tif,36,MUT
9,522,145.23759005323595,0.9889251578730145,0.9015544041450777,0.6074518595772154,622.9597701149426,584.8869731800767,MUT-7.tif,36,MUT
10,508,91.49747468305831,0.6283613107363059,0.9136690647482014,-1.4428888426621598,625.8464566929134,561.4330708661417,MUT-7.tif,36,MUT
11,635,132.71067811865476,0.8263236705763574,0.7341040462427746,0.7928044426467759,662.9842519685039,592.9322834645669,MUT-7.tif,36,MUT
12,210,58.2842712474619,0.8492847535051662,0.9292035398230089,1.2455559308286583,664.5333333333333,518.6666666666666,MUT-7.tif,36,MUT
13,505,122.32590180780451,0.9717871935868849,0.8473154362416108,1.285533879779572,684.2871287128713,474.7366336633663,MUT-7.tif,36,MUT
14,797,176.10764773832474,0.9888278404562703,0.7930348258706468,0.8258218289745672,705.577164366374,461.40276035131745,MUT-7.tif,36,MUT
15,286,83.91168824543142,0.9592684303580983,0.89937106918239,0.9699567452351547,694.6748251748252,568.3741258741259,MUT-7.tif,36,MUT
16,399,99.59797974644665,0.8745731073366849,0.7916666666666666,-1.1242827288003403,731.218045112782,563.0275689223058,MUT-7.tif,36,MUT
17,345,78.56244584051392,0.5442402915645016,0.9007832898172323,-1.0644808677878768,737.936231884058,704.472463768116,MUT-7.tif,36,MUT
18,258,76.84062043356595,0.9361621212524245,0.8543046357615894,0.6737292555796048,749.7945736434109,478.38759689922483,MUT-7.tif,36,MUT
19,207,70.42640687119284,0.9533063287843709,0.8697478991596639,0.6075691452229308,749.743961352657,730.2705314009662,MUT-7.tif,36,MUT
20,396,90.08326112068522,0.9052666223071856,0.8722466960352423,-0.46585830655989546,761.8055555555555,499.80808080808083,MUT-7.tif,36,MUT
21,120,73.79898987322333,0.9931830891033097,0.7792207792207793,-1.5532710822685005,764.3666666666667,728.9083333333333,MUT-7.tif,36,MUT
22,176,60.72792206135785,0.9499084068464061,0.88,1.455685530157348,769.8920454545455,561.1193181818181,MUT-7.tif,36,MUT
23,52,34.65685424949238,0.9777556022216608,0.896551724137931,-1.5186626320951295,769.8461538461538,612.8653846153846,MUT-7.tif,36,MUT
1,155,81.17766952966369,0.991505383755389,0.8115183246073299,-1.5405569528553953,435.72903225806454,304.13548387096773,MUT-7.tif,37,MUT
2,527,158.4030662740799,0.977585865788934,0.7083333333333334,0.5814555986103748,479.30740037950665,309.21252371916506,MUT-7.tif,37,MUT
3,233,61.18376618407356,0.8205984285286942,0.9246031746031746,0.9374174979467339,493.72103004291847,448.6094420600858,MUT-7.tif,37,MUT
4,521,153.58073580374355,0.9887132325061274,0.7764530551415797,0.6155193194441578,537.2264875239923,516.2763915547025,MUT-7.tif,37,MUT
5,902,160.85281374238573,0.955482361946108,0.8375116063138347,0.3260180653065358,548.8181818181819,357.9079822616408,MUT-7.tif,37,MUT
6,641,119.05382386916236,0.9291238087860596,0.8817056396148556,-0.7809473074753054,568.3556942277692,430.0811232449298,MUT-7.tif,37,MUT
7,740,161.88834764831844,0.8984730192648152,0.7047619047619048,0.5589969717274449,596.722972972973,516.4972972972973,MUT-7.tif,37,MUT
8,395,91.74011537017762,0.9494576101308219,0.9316037735849056,0.4677762787257577,596.0911392405063,552.4987341772152,MUT-7.tif,37,MUT
9,401,88.91168824543142,0.8934767998776445,0.8852097130242825,0.3767596399635344,593.7780548628429,382.354114713217,MUT-7.tif,37,MUT
10,237,64.5269119345812,0.8697070659837757,0.8876404494382022,-0.30503106430909366,600.0210970464135,422.337552742616,MUT-7.tif,37,MUT
11,393,74.66904755831214,0.5460627283417273,0.9447115384615384,-0.8458456063869877,628.1908396946565,564.6412213740458,MUT-7.tif,37,MUT
12,213,54.87005768508881,0.6861178467795144,0.9424778761061947,-0.790112042540804,633.3849765258216,537.4647887323944,MUT-7.tif,37,MUT
13,152,63.35533905932738,0.9518555645042126,0.7450980392156863,-1.3599715961148864,633.3815789473684,475.7631578947368,MUT-7.tif,37,MUT
14,197,59.698484809834994,0.8868187878691692,0.8995433789954338,0.9364211924587399,656.4771573604061,530.1421319796955,MUT-7.tif,37,MUT
15,398,98.18986283848344,0.909145486549703,0.8343815513626834,0.8545479661297898,664.5829145728643,571.0125628140704,MUT-7.tif,37,MUT
16,288,73.94112549695429,0.9030025402748929,0.8727272727272727,-1.555399523607383,664.1354166666666,477.62847222222223,MUT-7.tif,37,MUT
17,187,51.698484809835,0.4232325387700261,0.9257425742574258,-0.9824514145150767,668.7807486631016,431.14973262032083,MUT-7.tif,37,MUT
18,153,57.38477631085023,0.9543592530059664,0.8947368421052632,1.3235217124451024,686.2091503267974,444.7450980392157,MUT-7.tif,37,MUT
